F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
2024.67,Europe,60.84,2.76,248.66,211.94,1878.48,-1.94,13.66,8,16520.5,Very low,11.53,100.07,4,70.74,0
-64.11,Rest,75.39,1.95,57.68,361.24,-20.55,-4.34,2.04,10,11233.98,Very low,15.03,0.09,7,-27.08,0
2068.53,UK,68.55,4.32,105.12,233.18,1765.83,-4.4,0.6,12,8465.96,Medium,11.84,0.27,5,76.06,0
911.52,Rest,59.97,17.19,190.51,262.82,981.69,-2.66,3.14,12,8486.6,High,12.09,0,3,-1.98,167.75
1820.82,Europe,54,11.04,93.89,220.06,264.27,-6.15,4.24,8,11912.3,Very high,11.91,68.76,3,11.62,0
1041.45,USA,64.83,24.84,167.82,184.16,367.47,-4.09,12.42,2,10000.82,High,11.38,4.54,1,-56.74,3616.82
242.13,Europe,59.22,9.51,154.07,322.62,1299.42,-0.52,6.06,6,8855.92,Low,5.13,1.47,2,147.46,0
2471.97,UK,69.18,8.19,139.48,275.82,2471.22,-6.22,2.96,12,9623.78,Very high,7.72,2.04,4,126.2,0
1034.67,Europe,73.8,20.19,150.05,280.18,1040.58,-4.83,15.18,6,4651.6,Low,11.54,0.82,3,79.16,999.41
986.91,USA,61.92,6.36,164.37,330.92,1507.89,-0.61,7.5,12,14162.36,Very low,11.12,2.49,7,28.84,110.25
123.45,USA,83.64,14.43,56.28,245.62,981.39,-4.38,0.12,8,6251.3,Very high,9.82,3.87,1,80.18,0
1708.44,UK,66.3,23.19,157.65,282.82,286.38,-1.44,8.56,6,5327.14,Very high,13.74,0.84,3,58,621.94
318,Rest,67.08,22.65,168.59,251.24,1195.05,-4.89,16.4,14,5669.96,Medium,13.53,0,3,49.68,554.61
1.77,UK,66.21,17.67,211.99,221.74,2810.64,-2.82,20.7,12,5412.32,Medium,12.42,0.02,3,101.1,1668.04
1862.58,Europe,52.5,14.76,141.51,189.22,1001.58,-4.14,2.92,0,10267.56,Medium,12.07,44.55,7,-33.24,2253.52
1060.74,USA,61.5,2.49,132.35,274.48,1446.48,-0.54,15.5,4,10708.98,Very high,16.25,0.17,5,33.2,3195.71
-18.45,UK,52.86,16.26,163.68,299.48,1877.13,-5.02,2.84,8,16389.4,Medium,9.15,0.01,5,17.72,1199.99
936.87,Europe,72.39,14.55,190.97,186.14,2605.38,-6.19,6.54,8,3131.52,Medium,11.09,0.02,9,61.1,2399.79
1306.44,USA,70.32,7.65,140.88,146.84,456.03,-8.6,7.48,8,12185.86,Very high,9.25,30.31,2,43.56,0
1262.73,Europe,49.08,4.74,206.49,311.08,1678.35,-3.6,3.74,10,6320.66,Very high,11.58,53.07,3,-21.3,323.49
29.88,UK,57.87,8.76,149.07,277.38,14.43,-2.35,10.26,12,9425.76,Medium,9.16,3.97,3,78.28,0
1569.51,UK,51.54,14.31,113.31,215.3,1371.78,-0.14,4.46,14,6095.58,Very high,11.59,768.07,4,21.86,194.97
607.38,Rest,53.19,10.02,187.95,182.2,1282.2,-3.41,23.92,8,9716.4,Medium,13.21,0.01,4,77.04,763.44
-819.96,Rest,65.58,15.75,232.88,322.38,1546.62,1.52,5.86,6,-8248.68,High,11.42,12.91,6,-17.86,1372.08
-94.5,UK,72.36,12.45,167.77,178.82,1541.31,-4.75,1.82,8,-233.94,Low,10.04,0.05,3,38.06,209.77
1729.53,UK,66.48,11.16,143.18,135.92,1373.97,-0.14,1.5,12,7615.42,Low,7.11,2.36,5,82.94,0
1282.23,Europe,64.23,22.08,126.95,230.18,1945.29,0.17,1.92,8,3949.42,Very high,12.41,0.45,5,-70.26,2742.56
1751.82,Europe,73.05,18.12,153.64,261.9,2424.9,-5.26,15.18,10,8203.66,High,14.55,0.01,2,6.5,2361.22
-598.86,Rest,59.94,31.65,215.81,290.2,-856.11,-11.61,2.64,16,-6691.48,High,14.35,9.17,5,60.18,60.5
261.09,Rest,25.53,0.9,167.45,135.7,581.34,-2.79,20.12,8,7064.9,Very low,6.63,4.25,4,6.52,359.73
977.07,Europe,55.83,4.38,164.88,229.44,1311.78,-7.37,6.16,6,10256.02,Very low,10.81,5.54,1,45.82,0
-109.44,Rest,73.02,13.14,218.38,222.78,1441.92,-2.65,12.32,12,12819.56,Very high,13,1.83,3,64.9,465.01
713.97,Europe,55.47,15.39,193.56,330.92,2252.67,-4.33,6.42,4,6596.9,Very high,12.29,0.02,5,-53.82,2908.23
-407.97,UK,43.68,5.52,140.91,250.1,958.89,-5.44,7.18,8,9886.46,Low,4.33,42.12,6,23.2,680.69
876.42,USA,61.14,0.42,219.48,282.02,462.9,-6.98,22.22,6,12346.12,Very high,11.94,0.05,3,-15.9,3280.59
2514.57,UK,59.76,4.71,191.04,177.02,108.27,-5.98,6.98,6,-31452.34,Very high,7.6,0,4,101.02,0
933.18,UK,45.33,16.8,80.92,185.52,927.9,-2.06,21.86,14,12282.18,High,16.67,0.04,4,-37.06,1988.69
-1292.67,USA,46.35,13.05,148.75,253.58,-284.25,-3.13,13.16,4,9355.32,Very low,8.81,0.64,4,51.28,1454.28
1490.97,Europe,58.77,10.08,180.39,129.76,486.84,-5.3,6.38,12,8491.84,Low,6.63,0.02,4,52.28,0
355.41,Rest,79.68,27.96,182,245.94,1212.18,-1.01,7.88,12,2697.22,Low,14.38,0.01,2,-3.1,461.26
1117.14,USA,23.04,12.81,160.65,202.24,568.77,-4.5,21.52,8,12022.8,Very high,5.08,74.62,6,33.2,3546.01
-441.87,UK,58.08,1.71,305.64,311.14,1769.79,-6.67,13.98,10,19743.54,Very low,12.07,0.24,5,6.56,1052.74
-222.72,UK,58.86,23.85,241.31,173.02,259.59,-6.38,12.76,10,11090.36,Low,9.71,0.24,3,-6.14,1246.22
861,Rest,49.32,14.94,86.68,259.72,1014.15,-3.34,8.6,10,13923.58,Very low,9.22,2.87,9,-49.98,831.17
282.66,Rest,61.98,20.37,157.6,204.54,474.48,-8.65,1.22,14,5813.98,Low,8.58,27.51,0,-12.36,0
509.31,Rest,64.68,9.93,155.07,260.48,477.27,-7.76,11.26,6,7384.84,Low,13.9,1.67,3,57.18,80.87
653.04,USA,61.14,11.04,187,197.64,2650.62,-10.8,3.98,6,17387.96,Medium,7.43,0.67,4,123.72,215.61
988.2,Rest,49.92,1.26,164.09,233.9,1042.17,-3.77,5.64,12,4819.32,Low,10.37,0.43,4,39.5,0
728.88,Europe,-21.75,9.27,143.88,266.26,1655.88,-4.06,23.04,6,7869.38,Medium,5.94,0.8,3,118.32,1650.33
516.99,Rest,65.85,26.88,207.23,302.46,996.63,-5.78,16.62,12,8749.34,Very low,9.14,901.33,9,-121.4,2171.56
1237.35,Europe,49.59,10.41,139.08,253.8,547.35,-2.29,3.64,6,15780.4,High,4.3,0.1,4,-16.92,482.89
1520.37,UK,72.15,10.89,185.06,244.98,1703.22,1.53,10.66,12,-4650.98,Low,10.02,2.28,2,40.7,0
643.56,UK,64.59,3.66,335.28,243.72,1585.5,-2.7,6.12,14,34144.06,Very high,7.05,0.01,3,120.32,0
-693.15,Europe,62.46,18.27,164.68,256.94,2564.52,-4.49,13.68,10,7198.22,Medium,12.43,0.18,6,77.36,2733.96
-244.62,USA,60.63,10.53,222.47,198.06,1439.76,-2.14,12,6,4954.26,Low,9.13,1.61,3,18.6,2369.53
-134.94,Rest,76.86,7.14,140.23,290.88,-363.93,1.15,1.7,10,23398.24,Medium,7.82,47.88,7,101.42,0
810.9,Europe,68.34,35.88,166.11,183.7,2518.5,-0.24,8.6,4,4125.58,High,7.12,0.16,5,43.26,2927.46
980.07,Rest,73.59,12.9,180.91,145.02,1935.99,-8.44,7.84,6,2605.88,Very high,7.87,13.54,3,-1.48,789.57
-972.78,USA,63.51,6.63,138.87,265.18,501.51,-8.48,4.12,12,12958.06,Very low,8.8,0.58,3,28.28,0
1147.71,Rest,53.64,1.68,64.62,345.6,1520.01,-3.42,4.84,4,16806.8,Low,8.37,6.78,2,40.32,0
203.79,Rest,58.89,1.08,174.97,216.54,2953.41,-7.55,14.16,12,16843.8,Very high,10.83,0.05,5,-21.24,1267.34
158.1,USA,30.9,3.27,159.54,312.9,1655.58,-4.26,1.78,10,6302.74,Very low,13,3.72,3,-25,0
1292.52,Europe,62.7,4.23,165.3,144.12,926.52,-10.74,2.48,6,9349.3,Very low,12.02,1.42,4,75.22,0
98.67,Rest,77.37,12.24,169.07,319.6,1394.91,-8.84,9.08,6,8791.02,Low,6.64,3.42,0,-35.5,442.63
1316.01,UK,44.16,1.65,257.86,365.38,824.73,-6.4,2.14,6,9384.64,Very low,8.28,1.52,5,29.2,0
736.32,Europe,62.64,7.26,146.07,215.62,1933.56,-5.05,4.06,14,9239.98,Medium,8.82,0,4,-34.54,484.93
-445.86,USA,49.62,26.01,173.97,196.6,1812.03,-6.42,6.68,2,7122.72,Low,10.77,0.07,4,-114.66,3795.19
281.85,Europe,67.8,8.52,158.32,289.9,889.89,-11.12,13.46,8,12519.68,Low,11.11,0,3,27.2,711.72
2572.59,USA,69.09,12.96,130.58,172.62,547.74,-7.57,3.5,8,5582.54,Low,8.84,2.06,2,-57.18,0
1252.47,Rest,66.99,12.75,142.22,333.54,691.74,-0.63,11.3,6,9639.24,Medium,4.19,0.05,5,-76.64,977.69
66.33,USA,73.02,4.8,169.41,284.66,1102.32,-6.45,10.78,8,2223,Very low,9.68,1.98,4,25.8,340.67
833.22,Europe,46.23,7.17,135.34,237.82,2037.42,-4.29,2.14,2,8803.98,High,7.7,0.33,2,64.64,45.42
150.93,USA,34.35,14.46,179.02,171.78,22.2,-1.27,11.36,4,13410.86,Very low,16.26,0.39,0,36.2,17.45
1704.57,Europe,67.56,8.7,148.13,250.04,1918.11,-2.35,10.1,0,11326.94,Very low,12.66,67.16,2,103.22,0
1647.24,Europe,60.21,15.39,148.31,225.44,1630.5,-2.71,8.7,10,14414.76,Medium,10.06,1.58,4,17.5,724.58
180.96,Rest,48.18,15.66,191.52,243.76,1833.03,-5.04,13.46,12,21634.24,Very high,9.75,0.65,3,12.92,922.76
270.78,Rest,56.13,8.43,152.62,208.98,990.87,-2.63,7,10,15213.16,Medium,7.35,7.67,4,-24.82,342.77
-385.32,Rest,66.27,4.47,155.16,228.34,689.94,-3.49,10.04,12,6893.02,Low,13.22,1.18,2,27.36,0
118.89,Rest,52.08,14.13,175.12,189.44,889.02,-5.72,6.08,6,-4074.24,Low,10.77,0.61,2,50.44,80.5
-1363.29,Rest,70.23,13.47,227.47,218.12,1692.96,-4.24,16.1,8,5815.44,Very high,11.78,0,3,81.96,1146.57
276.18,Europe,67.32,10.59,123.02,332.62,766.47,-6.3,19.46,10,2104.58,Low,11.13,40.89,3,60.64,667.95
2735.16,USA,74.52,20.97,166.03,311.6,1133.7,-3.74,7.44,14,11817.98,Very high,10.37,439.52,4,75.7,0
877.74,USA,37.23,0.84,145.84,195.92,1660.11,-1,4.14,4,2182.44,Medium,8.64,0.51,6,36.22,633.27
3468.6,UK,65.76,2.88,165.57,219.06,2368.38,-3.94,3.6,2,12249.64,Low,4.87,9.05,7,34.26,180.2
513.99,USA,77.43,4.74,81.24,225.94,-1189.56,-6.72,5.28,8,4796.2,Medium,13.29,2.12,4,36.76,0
465.06,UK,40.5,11.61,153.72,220.9,-171.03,-3.12,5.5,4,5810.52,Very low,9.06,3.58,2,135.8,0
672.33,USA,88.23,7.26,286.26,221.4,1451.61,-8.99,6.06,8,4356.2,High,8.54,0.67,4,93.8,30.47
415.05,USA,39.21,5.76,167.01,202.76,1221.24,-2.47,1.78,4,16453.86,Low,5.1,0,6,44,303.17
2168.04,USA,49.32,2.73,166.19,148.62,1281,-4.71,4.22,8,10204.32,Low,12.73,5.57,5,80.96,0
1220.85,Europe,66.9,12.96,141.38,145.5,356.04,-4.58,8.7,12,27224.36,High,13.93,4.31,2,34,0
-62.82,Rest,63.66,17.88,166.24,247.36,1707.27,-3.06,7.14,14,24187.08,High,6.65,0.13,2,-138.66,1265.23
2766,Rest,70.95,7.11,171.06,394.52,2275.83,-3.4,2.56,4,8203.2,Medium,14.53,1.92,7,-38.88,546.71
-465.9,USA,46.8,19.77,146.47,195.42,314.76,-1.97,14,10,1273.28,High,10.97,0.03,1,-35.18,3237.56
637.74,Europe,87.81,18.84,222.12,291.28,951.27,-1.84,2.76,6,4197.34,High,13.09,79.74,3,73.88,0
-241.89,UK,70.41,14.31,183.8,254.18,1833.81,-1.14,25.14,4,18449.94,Medium,13.58,0.21,4,58.26,2629.34
-409.32,Europe,54.57,14.97,151.53,295.04,531.51,-2.9,10.5,8,17739.16,Medium,11.33,0.03,3,71.4,506.55
620.91,Rest,54.06,14.88,152.29,149.62,722.34,-7.33,7.66,8,15074.18,Low,12.31,33.99,3,80.84,0
886.89,UK,76.68,9.12,94.98,246.62,1236.63,-0.4,0.3,10,9623.92,High,9.48,3.36,2,40.64,0
-59.67,Europe,60.57,7.68,171.78,280.84,904.11,-4.31,3.72,4,3326.26,Medium,9.72,0.16,4,54.8,54.61
944.97,UK,75.36,12.33,187.5,281.74,1005.39,-3.49,3.86,8,12661.62,Medium,6.6,0.09,3,-13.14,421.99
-90.09,Europe,61.02,4.77,162.22,360.32,1241.55,-3.65,18.76,14,12088.38,Very low,12.98,4.78,2,96.56,0
338.34,Europe,49.29,1.41,161.54,161.4,1308.09,-0.87,3.52,6,14294.46,Medium,13.77,0.48,4,2.78,107.31
-986.16,USA,64.02,2.97,160.9,277.84,89.19,-4.92,8.14,8,19794.82,Very low,7.47,0,4,131.34,0
-735.03,USA,63.06,26.1,166.14,173.88,411.27,-7.8,4.88,6,9590.74,Very low,7.56,3.21,7,-16,3417.85
664.86,UK,65.67,15.69,148.73,169.98,1770.6,-5,15.66,6,3573.74,Medium,13.16,0.09,6,-11.34,2391.99
376.98,USA,69,15.93,179.66,328.02,1252.53,-3.45,4.56,8,16402.68,Medium,11.89,0,4,7.48,1524.98
1827.87,Rest,60.54,17.07,162.41,244.26,417.93,-9.87,10.04,6,426.88,Very low,10.11,0.03,3,-66.64,383.64
696.18,Europe,51.57,6.36,197.56,244.46,-75.27,-5.62,14.58,14,5505.8,Very high,11.51,1.47,3,-45.38,950.28
637.41,Rest,59.34,15.36,230.57,243.78,700.68,-8.58,8.44,6,3565.22,Very low,13.06,1.65,6,32.52,312.91
-713.79,Europe,66.99,2.01,191.72,317.38,1149.51,0.67,8.24,10,8579.06,Very high,12.28,0.1,2,70.22,0
1324.29,USA,48.45,8.16,185.97,249.06,1002,-9.58,5.02,8,20294.56,Very low,12.57,6.18,4,-19.46,10.82
-933.93,USA,68.43,32.28,185.66,328.14,38.13,-4.66,14.04,12,38710.52,Very high,12.91,3.36,5,96.52,3300.84
1279.35,Rest,48.66,3.81,211.84,281.08,1812.36,-3.02,1.78,6,10469.26,Medium,10.82,89.26,5,-4.8,192.76
1697.04,Europe,46.32,8.22,166.57,201.7,1414.86,-7.95,5.28,4,19192.98,Very high,14.99,0.73,4,8.24,1248.44
1240.89,Rest,70.05,4.65,163.56,333.86,629.13,-4.83,5.48,10,30191.1,Low,8.91,0.07,4,-68.36,109.65
-312.3,UK,39.36,10.35,157.72,294.88,-86.22,-3.93,16.88,12,9711.3,Very low,8.27,5.16,0,-5.1,80.82
762.21,USA,55.62,3.18,142,161.34,200.91,-3.64,8.9,4,2297.96,Low,6.92,0.17,4,0.2,249.47
1496.25,UK,60.09,1.65,141.42,181.14,1809.84,-6.67,3.74,6,11105.76,High,14.14,9.14,4,48.6,34.33
-925.74,UK,68.82,6.84,149.39,141.18,-220.08,-6.68,6.34,4,10127.3,Very low,10.03,32.59,4,87.54,0
549.72,UK,40.68,5.94,155.77,239.4,1457.94,-8.32,2.3,14,5215.76,Medium,18.08,8.17,5,6.2,0
-318.93,USA,57.24,6.87,142.87,179.1,1062.21,-3.98,6.48,2,7859.36,Low,5.47,0.11,6,93.72,789.74
289.98,Europe,77.82,4.92,87.02,220.88,558.51,-10.28,8.6,12,13670.3,Very high,5.94,1.27,5,15.76,492.5
1064.73,Europe,65.1,16.92,164.61,213.92,-308.4,-9.48,17.08,10,10635.08,High,7.44,1.8,4,-67.72,2444.47
1946.13,UK,76.08,3.66,176.93,182.16,1978.53,-5.58,8.34,8,7422.94,Very high,8.11,0.18,5,85.2,281.89
1625.55,Rest,51.6,33.99,153.81,170.82,411.15,-6.17,14.66,10,18461.36,Low,14.44,10.99,2,-11.62,598.77
468.75,Rest,57.15,17.49,151.8,282.7,1042.62,-4.1,5.42,6,10728.58,Low,8.61,0.15,4,54.98,207.06
745.38,Europe,53.4,10.47,189.5,192.24,706.62,-5.27,13.02,6,-13765.4,Very high,13.06,0.88,5,81.64,1385.75
1068.27,Europe,57.72,7.89,156.11,219.46,-94.74,-5.36,4.5,2,14415.94,Low,4.99,0.73,4,86.52,0
209.43,Europe,49.32,15.72,163.31,250.98,422.07,-5.23,7.1,10,7440.98,Very low,9.68,1.03,3,8.34,0
2124.27,UK,57.27,27.99,108.48,105.46,1040.49,-8.16,2.96,14,11502.08,High,7.89,3.06,1,0.36,0
320.55,Europe,47.67,1.29,86.18,276.68,1523.46,-3.13,3.06,12,11300.18,Very low,9.28,79.44,5,-109.78,726.91
946.74,UK,58.83,10.2,170.41,130.62,1688.94,1.82,5.4,10,-6167.64,Medium,8.97,0.02,6,86.88,172.5
2174.01,USA,62.07,7.59,173.26,241.94,1313.58,-9.38,9.66,10,16052.26,Medium,7.17,8.82,2,70.04,0
1086.72,USA,44.82,15.96,135.46,273.46,744,-5.47,1.86,4,9321.24,Very low,12.54,0.02,2,60.16,0
565.59,UK,41.97,14.43,215.7,232.74,1755.18,-4.81,3.36,10,-505.26,Medium,8.68,0.06,10,-2.52,1640.37
-94.41,USA,69.15,3.81,161.04,211.58,1193.01,-4.4,9.18,8,8732.18,Low,13.88,0.47,6,28.84,1087.13
245.16,Europe,62.07,13.41,179.75,270.84,1763.55,-2.04,2.96,2,10391.32,Medium,6.19,0,4,-22.58,2427.17
741.36,Europe,52.92,8.76,273.82,122.74,1092.51,0.19,7.34,4,3234.24,Low,4.06,2.37,7,-114.36,2773.9
1167.96,USA,50.34,8.55,165.47,226.5,444.84,-1.54,0.98,8,11502.98,Very high,9.37,0.12,7,99.12,0
1640.25,USA,60.9,10.8,188.52,112.02,-1827.36,-2.16,7.84,8,-2275.66,Very low,7.05,0.24,2,-99.88,0
1060.47,Europe,21.12,18.6,165.1,300.3,568.86,-2.05,4.06,0,17441.2,Very high,14.05,0,3,81.18,832.14
1915.08,USA,52.44,18.69,189.47,352,-560.1,-9.65,9.54,4,1343.6,Very low,6.06,0.42,3,-42.22,357.9
1734.21,USA,71.64,8.07,199.34,214.58,1391.82,-9.89,6.54,4,8452.8,Very low,10.8,35.84,2,10.36,0
-106.53,USA,57.87,12.42,189.22,235.7,1983.45,-2.01,3.4,8,-5388.66,High,10.52,2.44,4,27.56,2039.66
739.86,UK,65.55,5.25,133.06,304.26,2238.93,-4.54,12.86,6,9292.92,Very high,14.16,0.02,3,-7,1805.17
-850.38,Europe,90.81,12.42,203.53,297.18,-581.16,-7.9,10.26,4,-14711.16,Very low,14.6,0.5,4,15.04,749.75
1048.44,Rest,63.75,9.81,178.77,273.24,1256.04,-4.71,12.8,8,9821.1,Very low,6.43,41.26,3,8.08,207.95
588.39,USA,44.31,9.33,175.12,319.38,758.16,-7.33,4,8,903.56,Very high,6.16,4.31,6,-4.7,1850.87
-1188.24,Rest,62.04,10.35,201.27,193,2131.83,-4.88,5.12,6,3471,Low,9.28,0.09,8,30.18,1067.85
-50.64,UK,61.62,13.65,267.04,246.08,1377.99,-6.45,9,8,14326.36,Low,6.63,0,5,120.42,336.18
1539.54,UK,63.66,7.35,80.97,126.7,1656.12,-2.93,3.96,12,8588.54,High,12.36,119.45,2,57.64,0
1336.65,Europe,60.18,7.5,170.94,272.54,1073.76,-5.29,14.52,8,2335.9,Low,10.17,0.03,5,1.88,1263.24
1218.39,USA,59.28,43.26,164.93,332.5,66.6,-0.93,6.02,6,3803.04,Very low,9.36,9.84,4,81.66,704.46
637.2,Europe,61.35,10.77,269.88,314.3,1412.58,-3.53,4.04,6,4974.08,High,9.58,3.49,5,-52.58,2334.96
1900.23,USA,69.3,11.22,165.21,195.98,962.73,-4.98,1.98,8,21943.96,Low,14.1,1.46,3,2.98,0
1237.44,USA,46.38,24.69,108.69,174.72,923.31,-3.85,7.42,4,10707.74,Medium,4.53,0.03,5,62.62,2031.42
181.14,Europe,66.96,19.41,69.41,184.02,964.71,-0.28,16.54,12,-4215.42,Low,10.4,1.62,4,33.88,1740.35
377.61,Europe,67.92,14.58,215.78,223.14,714.93,-3.52,2.64,12,5140.56,Low,9.97,0.85,6,77.72,0
1056.51,UK,60.84,38.25,203.27,234.32,-642.93,-1.06,4.04,6,1419.34,Medium,15.04,87.52,3,-6.2,908.4
-33.03,Europe,64.89,16.71,187.48,310.84,1526.07,-6.47,4.02,8,18777.34,Medium,9.38,0.33,2,71.28,0
125.34,USA,54.39,1.38,141.57,240.88,2271.87,-0.04,3.16,4,8603.64,Medium,10.53,0.15,5,-44.66,3096.28
-275.07,UK,44.7,15.87,202.06,232.86,141.27,-6.19,3.86,12,7088.1,Low,8.32,67.46,6,40.24,65.57
1357.05,UK,50.28,13.23,181.63,212.84,1454.07,-7.57,9.04,8,23028.02,Very high,15.02,10.35,2,-62.8,1488.69
-807.72,UK,60.12,8.28,197.11,278.32,2521.56,-6.94,29.66,4,-6355.18,Very high,6,0.82,1,62.44,3040.28
123.87,USA,71.31,32.25,167.38,186.74,610.08,-1.68,4.16,2,8011.12,Medium,9.81,3.65,6,66.94,3240.08
1152.6,UK,85.53,1.5,171.12,306.96,-159.03,-8.15,6.82,8,7786.2,Low,7.57,1.29,7,-78.94,567.82
527.04,Rest,61.8,32.97,171.55,186.48,2000.13,-1.79,4.56,2,6421.56,Medium,4.75,0.11,2,-35.5,1491.63
1333.83,UK,59.49,20.82,161.82,153.02,954.15,-8.12,0.96,2,12569.02,High,9.8,0.03,3,50,549.05
305.46,Europe,72.93,4.17,171.69,273.66,895.65,-4,4.58,4,-116.98,Medium,8.24,0.67,2,63.2,0
-214.8,USA,58.8,7.68,144.12,282.64,1279.26,-2.31,4.2,2,4841.58,Very high,14.66,2.3,2,-17.52,2905.21
201.51,Rest,63.63,24.51,152.56,159.72,447.81,-2.83,11.94,12,3357.96,Low,9.57,2.84,2,-56.7,646.91
711.96,USA,62.43,8.61,149.67,250.46,1354.11,-4.93,7.72,6,16178.82,High,13.96,21.95,6,-27.48,3248.36
535.23,Europe,65.25,10.32,218.55,177.7,323.94,-4.97,3.66,12,15714.46,Very low,8.91,0.02,5,14.3,0
519.3,Rest,58.53,5.91,198.4,255.06,824.07,-0.41,5.68,10,6434.78,Low,8.04,0.16,4,63.94,0
699.48,UK,50.04,13.14,165.87,150.8,1877.34,-4.39,14.3,8,8762.58,Medium,11.77,2.19,8,41.28,1886.84
1109.79,UK,86.4,8.97,157.39,196.44,642.93,-2.43,6.42,8,12443.04,Very low,17.62,0.08,1,5.14,0
46.47,USA,96.51,18.18,168.58,230.82,987.3,-1.81,5.12,2,27006.32,Medium,7.74,65.44,9,60.72,3367.45
1146.48,Rest,67.32,7.98,179,219.84,841.89,-6.06,3.34,8,9187.84,Medium,12.86,14.24,4,123.82,0
448.77,USA,65.58,12.96,151.93,160.9,929.07,-1.93,8.76,16,-617.06,High,8.34,6.7,6,54.42,310.13
307.26,UK,80.07,3.48,188.58,272.38,473.76,-7.89,14.16,12,6639.88,Medium,9.84,0.03,2,-123.8,1269.65
48.09,UK,78.69,23.1,119.96,245.64,1915.23,-4.55,1.26,12,8849.86,Low,10.41,0.08,8,39.58,1115.22
2496.3,USA,47.97,16.02,173.76,261.5,1466.28,-3.63,5.98,12,15372.94,Low,10.99,0.64,1,32.72,0
-685.5,Europe,59.97,16.65,181.68,131,521.07,0.62,12.8,4,14059.48,High,14,0.02,2,-50.48,2816.9
143.22,UK,83.4,5.88,131.49,321.88,2980.83,-3.14,4.1,6,8911.86,Medium,8.84,5.77,4,-62.98,1868.61
1510.08,Europe,71.82,16.23,165.09,292.6,1877.34,-4.48,8.64,12,-1458.06,Very low,17.22,3.46,5,54.02,0
-313.23,UK,57.33,6.96,195.1,162.6,2590.62,-7.91,10.94,4,3622.94,Very low,13.83,0.02,4,9.42,1644.84
-284.37,Europe,59.94,7.11,172.36,181.1,1659.96,-5.51,22.96,12,4470.38,Medium,8.98,0,5,61.42,2448.55
1265.46,Rest,40.74,2.79,169.17,162.78,950.13,-6.5,8.08,10,3742.6,High,13.28,120.82,4,60.06,0
1095.36,UK,57.78,1.14,198.52,154.9,2297.34,-1.33,2.72,10,-1290.86,Low,3.18,113.37,3,111.74,0
2162.01,Europe,57.87,1.71,168.69,194.1,1264.14,-2.8,10.38,10,-3612.98,Very low,13.89,0.22,5,-20.16,0
526.44,Europe,56.55,6.06,167.2,109.34,390.96,-6.11,3.16,8,7539.26,Very low,5.33,0.39,3,-5.08,0
-1342.29,USA,50.25,11.61,146.15,256.58,996.99,-10.46,3.72,12,12284.48,Very high,5.62,0.02,2,35.56,764.61
1235.82,USA,75,10.5,112.73,253.12,1569.24,-4.84,10.82,4,14714.52,High,9.3,3,8,25.76,3513.19
-225.63,Rest,64.11,3.33,116.45,222.38,758.4,-4.64,2.68,10,8443.98,Very low,10.28,0.75,6,21.6,0
1426.71,USA,57.99,12.9,202.95,302.72,444.18,-5.74,5.78,10,10858.56,Very low,8.54,4.09,5,-108.26,1135.27
1585.92,USA,67.26,23.91,162.53,262.86,289.23,-9.1,13.4,4,818.04,Very high,9.16,28.06,7,28.56,3613.01
-519.06,Rest,63.81,10.32,218.17,231.84,1585.38,-9.08,9.02,6,13434.62,Medium,15.41,2.17,2,60.92,357.82
1657.11,Europe,71.61,3.18,120.93,303.88,143.64,-1,24.32,8,1029.76,Medium,9.12,8.53,4,10.92,1265.83
294.72,UK,60.66,20.52,132.77,150.94,989.4,-5.38,5.52,12,9446.18,High,13.01,0.36,3,-9.32,923.31
519.54,UK,36.3,3.78,189.12,241.44,-582.21,-2.57,4.14,10,7141.78,Very high,6.43,0.05,4,-17.96,0
1733.73,USA,62.46,1.2,230.14,243.2,1470.51,-5.61,0.48,2,6471,High,7.38,80.43,4,47.94,0
1421.25,Rest,50.34,8.97,173.52,180.64,560.58,-5.41,25.04,10,-571.62,High,14.26,2.11,3,60.6,439.15
-3.57,Rest,76.35,2.16,154.33,263.96,-70.26,-7.25,7.24,6,10284.16,Very high,2.16,0.11,2,45.96,13.33
-41.37,USA,63.39,14.55,163.57,234.6,-125.67,-1.16,6.3,8,11103.32,Low,1.02,0.02,6,24.34,562.7
317.58,Europe,57.93,3.78,158.28,143.08,-458.97,-5.56,8.58,2,9126.1,Very high,12.44,1.77,4,-21.5,1524.14
1121.61,Europe,78.06,19.14,162.07,293.08,1672.77,-1.51,0.82,8,1007.16,High,15.4,6.07,4,75.26,0
426.69,Europe,46.11,20.55,96.82,153.98,1092.3,-3.73,5.14,14,8925.94,High,9.59,0.14,2,115.52,0
504.51,Europe,51.72,14.91,151.66,180.22,-344.46,-5.43,16.32,6,8148.86,Medium,12.36,1.4,7,-123.16,2920.2
904.23,UK,58.02,21.03,168.37,213.32,2644.11,-4.98,21.64,8,13902.36,High,6.62,4.95,5,-40.58,3435.4
389.07,Europe,61.14,4.2,148.58,175.9,1869.48,0.59,1.22,6,6618.18,Very high,9.54,1.98,2,47.4,0
589.11,USA,80.55,17.07,207.22,110.04,1805.58,-7.07,8.34,10,9693.42,High,8.17,4.39,6,58.98,2459.82
481.44,USA,62.67,4.77,260.51,199.26,1485.48,-5.45,15.76,12,6033.74,Very high,10.71,0.2,3,58.4,1179.69
